player_name,spy_prob,team,leader,mission_outcome,v1,v2,v3,v4,v5,spy
4-Neighbor,0.047619047619047616,1,0,1,1,2,2,2,2,0
0-rv19514,0.047619047619047616,1,0,0,1,0,1,2,2,0
1-Hippie,0.0380952380952381,1,0,0,1,1,1,2,2,0
2-Deceiver,0.0380952380952381,1,1,0,0,1,1,2,2,0
3-RandomBot,0.047619047619047616,0,0,0,1,0,1,2,2,0
4-Neighbor,0.02857142857142857,0,0,0,1,0,0,2,2,0
0-rv19514,0.047619047619047616,0,0,1,1,0,1,1,2,0
1-Hippie,0.08571428571428572,1,0,1,1,1,1,1,2,0
2-Deceiver,0.08571428571428572,1,0,1,0,1,1,1,2,0
3-RandomBot,0.047619047619047616,0,1,1,1,0,1,0,2,0
4-Neighbor,0.02857142857142857,0,0,1,1,0,0,0,2,0
0-rv19514,0.047619047619047616,1,0,1,1,0,1,1,1,0
1-Hippie,0.13333333333333333,1,0,1,1,1,1,1,1,0
2-Deceiver,0.13333333333333333,0,0,1,0,1,1,1,0,0
3-RandomBot,0.047619047619047616,0,0,1,1,0,1,0,1,0
4-Neighbor,0.02857142857142857,1,1,1,1,0,0,0,1,0
0-Neighbor,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,0
2-RandomBot,0.047619047619047616,0,0,0,0,2,2,2,2,0
3-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-Neighbor,0.3333333333333333,0,0,0,1,0,2,2,2,0
1-rv19514,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-RandomBot,0.047619047619047616,1,0,0,0,1,2,2,2,0
3-Hippie,0.047619047619047616,0,0,0,1,1,2,2,2,0
4-Deceiver,0.047619047619047616,1,0,0,1,1,2,2,2,0
0-Neighbor,0.38095238095238093,0,0,1,1,0,0,0,2,0
1-rv19514,0.047619047619047616,1,0,1,1,1,1,1,2,0
2-RandomBot,0.09523809523809523,0,0,1,0,1,0,1,2,0
3-Hippie,0.047619047619047616,1,1,1,1,1,1,1,2,0
4-Deceiver,0.14285714285714285,0,0,1,1,1,0,0,2,0
0-Neighbor,0.38095238095238093,0,0,0,1,0,0,0,0,0
1-rv19514,0.047619047619047616,1,0,0,1,1,1,1,1,0
2-RandomBot,0.09523809523809523,0,0,0,0,1,0,1,0,0
3-Hippie,0.3333333333333333,1,0,0,1,1,1,1,1,0
4-Deceiver,0.14285714285714285,1,1,0,1,1,0,0,1,0
0-Hippie,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-RandomBot,0.047619047619047616,0,0,0,0,2,2,2,2,0
2-Jammer,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-Deceiver,0.047619047619047616,1,0,0,1,2,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-Hippie,0.09523809523809523,1,0,0,1,1,2,2,2,0
1-RandomBot,0.047619047619047616,1,1,0,0,0,2,2,2,0
2-Jammer,0.047619047619047616,0,0,0,1,1,2,2,2,0
3-Deceiver,0.09523809523809523,0,0,0,1,0,2,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,1,2,2,2,0
0-Hippie,0.38095238095238093,1,0,0,1,1,1,2,2,0
1-RandomBot,0.3333333333333333,0,0,0,0,0,0,2,2,0
2-Jammer,0.047619047619047616,0,1,0,1,1,1,2,2,0
3-Deceiver,0.09523809523809523,0,0,0,1,0,1,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,1,1,2,2,0
0-Neighbor,0.047619047619047616,1,1,1,1,2,2,2,2,0
1-Paranoid,0.047619047619047616,1,0,1,0,2,2,2,2,0
2-Jammer,0.047619047619047616,0,0,1,1,2,2,2,2,1
3-Hippie,0.047619047619047616,0,0,1,1,2,2,2,2,0
4-rv19514,0.047619047619047616,0,0,1,0,2,2,2,2,1
0-Neighbor,0.0380952380952381,0,0,0,1,0,2,2,2,0
1-Paranoid,0.0380952380952381,1,1,0,0,1,2,2,2,0
2-Jammer,0.047619047619047616,1,0,0,1,1,2,2,2,1
3-Hippie,0.047619047619047616,1,0,0,1,1,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,0,1,2,2,2,1
0-Neighbor,0.0380952380952381,0,0,0,1,0,0,2,2,0
1-Paranoid,0.05714285714285714,0,0,0,0,1,0,2,2,0
2-Jammer,0.06666666666666667,1,1,0,1,1,1,2,2,1
3-Hippie,0.06666666666666667,0,0,0,1,1,1,2,2,0
4-rv19514,0.047619047619047616,1,0,0,0,1,1,2,2,1
0-Neighbor,0.0380952380952381,1,0,0,1,0,0,0,2,0
1-Paranoid,0.05714285714285714,0,0,0,0,1,0,0,2,0
2-Jammer,0.06666666666666667,1,0,0,1,1,1,1,2,1
3-Hippie,0.06666666666666667,1,1,0,1,1,1,1,2,0
4-rv19514,0.047619047619047616,0,0,0,0,1,1,1,2,1
0-Jammer,0.047619047619047616,0,0,0,1,1,2,2,2,0
1-Paranoid,0.047619047619047616,1,1,0,0,1,2,2,2,1
2-Deceiver,0.0380952380952381,0,0,0,1,1,2,2,2,0
3-RandomBot,0.0380952380952381,0,0,0,0,1,2,2,2,0
4-rv19514,0.047619047619047616,1,0,0,0,1,2,2,2,1
0-Jammer,0.047619047619047616,0,0,0,1,1,1,2,2,0
1-Paranoid,0.047619047619047616,0,0,0,0,1,0,2,2,1
2-Deceiver,0.0380952380952381,1,1,0,1,1,1,2,2,0
3-RandomBot,0.0380952380952381,1,0,0,0,1,1,2,2,0
4-rv19514,0.047619047619047616,1,0,0,0,1,1,2,2,1
0-Jammer,0.047619047619047616,0,0,0,1,1,1,1,2,0
1-Paranoid,0.047619047619047616,1,0,0,0,1,0,0,2,1
2-Deceiver,0.0380952380952381,0,0,0,1,1,1,1,2,0
3-RandomBot,0.0380952380952381,0,1,0,0,1,1,0,2,0
4-rv19514,0.047619047619047616,1,0,0,0,1,1,1,2,1
0-rv19514,0.047619047619047616,1,1,0,1,2,2,2,2,1
1-Jammer,0.047619047619047616,1,0,0,1,2,2,2,2,0
2-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-RandomBot,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,1
0-rv19514,0.047619047619047616,0,0,1,1,1,2,2,2,1
1-Jammer,0.047619047619047616,1,1,1,1,1,2,2,2,0
2-Hippie,0.047619047619047616,0,0,1,1,1,2,2,2,0
3-RandomBot,0.047619047619047616,1,0,1,1,0,2,2,2,0
4-Neighbor,0.047619047619047616,1,0,1,0,0,2,2,2,1
0-rv19514,0.047619047619047616,0,0,0,1,1,1,2,2,1
1-Jammer,0.06666666666666667,0,0,0,1,1,1,2,2,0
2-Hippie,0.047619047619047616,1,1,0,1,1,1,2,2,0
3-RandomBot,0.06666666666666667,0,0,0,1,0,1,2,2,0
4-Neighbor,0.06666666666666667,1,0,0,0,0,0,2,2,1
0-rv19514,0.047619047619047616,1,0,0,1,1,1,1,2,1
1-Jammer,0.06666666666666667,1,0,0,1,1,1,1,2,0
2-Hippie,0.09523809523809523,1,0,0,1,1,1,1,2,0
3-RandomBot,0.06666666666666667,0,1,0,1,0,1,0,2,0
4-Neighbor,0.11428571428571428,0,0,0,0,0,0,0,2,1
0-Paranoid,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-Jammer,0.047619047619047616,1,0,0,1,2,2,2,2,0
3-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,0
0-Paranoid,0.09523809523809523,0,0,0,1,0,2,2,2,0
1-rv19514,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-Jammer,0.09523809523809523,0,0,0,1,1,2,2,2,0
3-Hippie,0.047619047619047616,1,0,0,1,1,2,2,2,0
4-Neighbor,0.047619047619047616,1,0,0,0,0,2,2,2,0
0-Paranoid,0.09523809523809523,1,0,0,1,0,0,2,2,0
1-rv19514,0.047619047619047616,1,0,0,1,1,1,2,2,0
2-Jammer,0.09523809523809523,0,1,0,1,1,1,2,2,0
3-Hippie,0.09523809523809523,0,0,0,1,1,1,2,2,0
4-Neighbor,0.09523809523809523,0,0,0,0,0,0,2,2,0
0-Hippie,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-RuleFollower,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-Paranoid,0.047619047619047616,1,0,0,0,2,2,2,2,0
4-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,0
0-Hippie,0.23809523809523808,0,0,1,1,1,2,2,2,0
1-RuleFollower,0.047619047619047616,1,1,1,1,1,2,2,2,0
2-rv19514,0.047619047619047616,1,0,1,1,1,2,2,2,0
3-Paranoid,0.23809523809523808,0,0,1,0,0,2,2,2,0
4-Neighbor,0.047619047619047616,1,0,1,0,0,2,2,2,0
0-Hippie,0.23809523809523808,1,0,0,1,1,1,2,2,0
1-RuleFollower,0.3333333333333333,0,0,0,1,1,1,2,2,0
2-rv19514,0.047619047619047616,1,1,0,1,1,1,2,2,0
3-Paranoid,0.23809523809523808,0,0,0,0,0,0,2,2,0
4-Neighbor,0.3333333333333333,0,0,0,0,0,0,2,2,0
0-Hippie,0.5428571428571428,1,0,0,1,1,1,1,1,0
1-RuleFollower,0.3333333333333333,1,0,0,1,1,1,0,1,0
2-rv19514,0.047619047619047616,0,0,0,1,1,1,0,0,0
3-Paranoid,0.2571428571428571,0,0,0,0,0,0,1,0,0
4-Neighbor,0.3523809523809524,1,1,0,0,0,0,0,1,0
0-Jammer,0.047619047619047616,0,1,0,1,2,2,2,2,0
1-Paranoid,0.047619047619047616,1,0,0,0,2,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,1
3-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-RuleFollower,0.047619047619047616,1,0,0,1,2,2,2,2,1
0-Jammer,0.047619047619047616,1,0,0,1,1,2,2,2,0
1-Paranoid,0.09523809523809523,1,1,0,0,1,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,1,2,2,2,1
3-Deceiver,0.047619047619047616,0,0,0,1,0,2,2,2,0
4-RuleFollower,0.09523809523809523,1,0,0,1,1,2,2,2,1
0-Jammer,0.06666666666666667,1,0,0,1,1,1,2,2,0
1-Paranoid,0.11428571428571428,0,0,0,0,1,0,2,2,0
2-rv19514,0.047619047619047616,1,1,0,1,1,1,2,2,1
3-Deceiver,0.047619047619047616,0,0,0,1,0,1,2,2,0
4-RuleFollower,0.11428571428571428,0,0,0,1,1,1,2,2,1
0-Hippie,0.0380952380952381,0,0,0,1,1,2,2,2,0
1-Paranoid,0.047619047619047616,1,1,0,0,1,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,0,1,2,2,2,1
3-Neighbor,0.0380952380952381,0,0,0,0,0,2,2,2,0
4-Jammer,0.047619047619047616,1,0,0,1,1,2,2,2,1
0-Hippie,0.0380952380952381,1,0,0,1,1,1,2,2,0
1-Paranoid,0.09523809523809523,1,0,0,0,1,0,2,2,0
2-rv19514,0.047619047619047616,0,1,0,0,1,1,2,2,1
3-Neighbor,0.0380952380952381,0,0,0,0,0,0,2,2,0
4-Jammer,0.09523809523809523,1,0,0,1,1,1,2,2,1
0-Hippie,0.05714285714285714,0,0,0,1,1,1,1,2,0
1-Paranoid,0.11428571428571428,0,0,0,0,1,0,0,2,0
2-rv19514,0.047619047619047616,0,0,0,0,1,1,1,2,1
3-Neighbor,0.0380952380952381,1,1,0,0,0,0,1,2,0
4-Jammer,0.11428571428571428,1,0,0,1,1,1,1,2,1
0-RandomBot,0.047619047619047616,0,1,0,0,2,2,2,2,0
1-Jammer,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-RuleFollower,0.047619047619047616,1,0,0,1,2,2,2,2,0
3-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,0
0-RandomBot,0.047619047619047616,0,0,0,0,0,2,2,2,0
1-Jammer,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-RuleFollower,0.3333333333333333,1,0,0,1,1,2,2,2,0
3-Hippie,0.047619047619047616,1,0,0,1,1,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,0,2,2,2,0
0-RandomBot,0.047619047619047616,1,0,0,0,0,0,2,2,0
1-Jammer,0.06666666666666667,0,0,0,1,1,1,2,2,0
2-RuleFollower,0.3523809523809524,1,1,0,1,1,1,2,2,0
3-Hippie,0.06666666666666667,0,0,0,1,1,1,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,0,1,2,2,0
0-Paranoid,0.0380952380952381,0,0,1,1,0,2,2,2,0
1-rv19514,0.047619047619047616,1,1,1,1,1,2,2,2,0
2-RuleFollower,0.047619047619047616,0,0,1,0,1,2,2,2,0
3-Deceiver,0.047619047619047616,1,0,1,0,1,2,2,2,0
4-RandomBot,0.047619047619047616,0,0,1,0,1,2,2,2,0
0-Paranoid,0.0380952380952381,1,0,0,1,0,0,0,2,0
1-rv19514,0.047619047619047616,0,0,0,1,1,1,0,2,0
2-RuleFollower,0.0380952380952381,1,0,0,0,1,1,1,2,0
3-Deceiver,0.0380952380952381,1,1,0,0,1,0,1,2,0
4-RandomBot,0.0380952380952381,0,0,0,0,1,0,1,2,0
0-Paranoid,0.2761904761904762,1,1,1,1,0,0,0,0,0
1-rv19514,0.047619047619047616,0,0,1,1,1,1,0,1,0
2-RuleFollower,0.2761904761904762,0,0,1,0,1,1,1,0,0
3-Deceiver,0.2761904761904762,1,0,1,0,1,0,1,0,0
4-RandomBot,0.3238095238095238,0,0,1,0,1,0,1,0,0
0-Paranoid,0.7523809523809524,1,1,0,1,0,0,0,0,0
1-rv19514,0.047619047619047616,1,0,0,1,1,1,0,1,0
2-RuleFollower,1.3238095238095238,0,0,0,0,1,1,1,0,0
3-Deceiver,0.9428571428571428,1,0,0,0,1,0,1,0,0
4-RandomBot,1.0857142857142856,0,0,0,0,1,0,1,0,0
0-Paranoid,0.8,1,0,0,1,0,0,0,0,0
1-rv19514,0.047619047619047616,1,1,0,1,1,1,0,1,0
2-RuleFollower,1.3238095238095238,0,0,0,0,1,1,1,0,0
3-Deceiver,0.9904761904761905,1,0,0,0,1,0,1,0,0
4-RandomBot,1.0857142857142856,0,0,0,0,1,0,1,0,0
0-rv19514,0.047619047619047616,1,1,0,1,2,2,2,2,1
1-Neighbor,0.047619047619047616,1,0,0,0,2,2,2,2,0
2-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,1
3-RandomBot,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-RuleFollower,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-rv19514,0.047619047619047616,0,0,0,1,1,2,2,2,1
1-Neighbor,0.047619047619047616,1,1,0,0,1,2,2,2,0
2-Deceiver,0.047619047619047616,1,0,0,1,1,2,2,2,1
3-RandomBot,0.047619047619047616,1,0,0,1,1,2,2,2,0
4-RuleFollower,0.047619047619047616,0,0,0,1,0,2,2,2,0
0-rv19514,0.047619047619047616,0,0,1,1,1,1,2,2,1
1-Neighbor,0.06666666666666667,1,0,1,0,1,1,2,2,0
2-Deceiver,0.06666666666666667,1,1,1,1,1,1,2,2,1
3-RandomBot,0.06666666666666667,0,0,1,1,1,1,2,2,0
4-RuleFollower,0.047619047619047616,0,0,1,1,0,1,2,2,0
0-rv19514,0.047619047619047616,1,0,0,1,1,1,1,2,1
1-Neighbor,0.11428571428571428,1,0,0,0,1,1,0,2,0
2-Deceiver,0.11428571428571428,1,0,0,1,1,1,1,2,1
3-RandomBot,0.06666666666666667,0,1,0,1,1,1,1,2,0
4-RuleFollower,0.047619047619047616,0,0,0,1,0,1,0,2,0
0-Paranoid,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-Hippie,0.047619047619047616,1,0,0,1,2,2,2,2,1
2-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,1
3-Jammer,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-RandomBot,0.047619047619047616,0,0,0,0,2,2,2,2,0
0-Paranoid,0.09523809523809523,1,0,0,1,0,2,2,2,0
1-Hippie,0.09523809523809523,1,1,0,1,1,2,2,2,1
2-rv19514,0.047619047619047616,0,0,0,1,1,2,2,2,1
3-Jammer,0.047619047619047616,0,0,0,1,1,2,2,2,0
4-RandomBot,0.047619047619047616,1,0,0,0,0,2,2,2,0
0-Paranoid,0.11428571428571428,0,0,0,1,0,0,2,2,0
1-Hippie,0.11428571428571428,0,0,0,1,1,1,2,2,1
2-rv19514,0.047619047619047616,1,1,0,1,1,1,2,2,1
3-Jammer,0.047619047619047616,1,0,0,1,1,1,2,2,0
4-RandomBot,0.06666666666666667,0,0,0,0,0,0,2,2,0
0-rv19514,0.047619047619047616,1,1,1,1,2,2,2,2,0
1-Deceiver,0.047619047619047616,1,0,1,1,2,2,2,2,0
2-RandomBot,0.047619047619047616,0,0,1,1,2,2,2,2,0
3-Neighbor,0.047619047619047616,0,0,1,0,2,2,2,2,0
4-RuleFollower,0.047619047619047616,0,0,1,1,2,2,2,2,0
0-rv19514,0.047619047619047616,1,0,1,1,0,0,1,2,0
1-Deceiver,0.01904761904761905,0,0,1,1,1,1,0,2,0
2-RandomBot,0.0380952380952381,0,0,1,1,1,0,0,2,0
3-Neighbor,0.02857142857142857,1,1,1,0,0,0,1,2,0
4-RuleFollower,0.0380952380952381,1,0,1,1,0,1,1,2,0
0-rv19514,0.047619047619047616,0,0,1,1,0,0,1,1,0
1-Deceiver,0.01904761904761905,1,0,1,1,1,1,0,1,0
2-RandomBot,0.0380952380952381,0,0,1,1,1,0,0,1,0
3-Neighbor,0.01904761904761905,0,0,1,0,0,0,1,0,0
4-RuleFollower,0.02857142857142857,1,1,1,1,0,1,1,1,0
0-Paranoid,0.047619047619047616,1,1,1,1,2,2,2,2,0
1-Deceiver,0.047619047619047616,0,0,1,0,2,2,2,2,0
2-Hippie,0.047619047619047616,0,0,1,1,2,2,2,2,0
3-rv19514,0.047619047619047616,1,0,1,1,2,2,2,2,0
4-RandomBot,0.047619047619047616,0,0,1,0,2,2,2,2,0
0-Paranoid,0.0380952380952381,1,0,0,1,0,2,2,2,0
1-Deceiver,0.047619047619047616,1,1,0,0,1,2,2,2,0
2-Hippie,0.047619047619047616,0,0,0,1,1,2,2,2,0
3-rv19514,0.047619047619047616,0,0,0,1,0,2,2,2,0
4-RandomBot,0.047619047619047616,1,0,0,0,1,2,2,2,0
0-Paranoid,0.2761904761904762,1,0,1,1,0,0,2,2,0
1-Deceiver,0.2857142857142857,0,0,1,0,1,0,2,2,0
2-Hippie,0.047619047619047616,1,1,1,1,1,1,2,2,0
3-rv19514,0.047619047619047616,0,0,1,1,0,1,2,2,0
4-RandomBot,0.2857142857142857,0,0,1,0,1,1,2,2,0
0-Paranoid,0.4666666666666667,0,0,0,1,0,0,0,2,0
1-Deceiver,0.2857142857142857,0,0,0,0,1,0,0,2,0
2-Hippie,0.23809523809523808,1,0,0,1,1,1,1,2,0
3-rv19514,0.047619047619047616,1,1,0,1,0,1,1,2,0
4-RandomBot,0.2857142857142857,1,0,0,0,1,1,1,2,0
0-Paranoid,0.4666666666666667,1,0,0,1,0,0,0,0,0
1-Deceiver,0.2857142857142857,1,0,0,0,1,0,0,1,0
2-Hippie,0.2857142857142857,0,0,0,1,1,1,1,1,0
3-rv19514,0.047619047619047616,1,0,0,1,0,1,1,1,0
4-RandomBot,0.3333333333333333,0,1,0,0,1,1,1,0,0
0-Paranoid,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,1
2-RandomBot,0.047619047619047616,0,0,0,0,2,2,2,2,0
3-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,1
4-RuleFollower,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-Paranoid,0.047619047619047616,0,0,0,1,0,2,2,2,0
1-Hippie,0.047619047619047616,1,1,0,1,1,2,2,2,1
2-RandomBot,0.047619047619047616,0,0,0,0,0,2,2,2,0
3-rv19514,0.047619047619047616,1,0,0,1,1,2,2,2,1
4-RuleFollower,0.047619047619047616,1,0,0,1,1,2,2,2,0
0-Paranoid,0.047619047619047616,1,0,1,1,0,0,2,2,0
1-Hippie,0.047619047619047616,0,0,1,1,1,1,2,2,1
2-RandomBot,0.047619047619047616,0,1,1,0,0,1,2,2,0
3-rv19514,0.047619047619047616,0,0,1,1,1,0,2,2,1
4-RuleFollower,0.047619047619047616,1,0,1,1,1,1,2,2,0
0-Paranoid,0.23809523809523808,1,0,0,1,0,0,0,2,0
1-Hippie,0.047619047619047616,1,0,0,1,1,1,1,2,1
2-RandomBot,0.047619047619047616,0,0,0,0,0,1,0,2,0
3-rv19514,0.047619047619047616,0,1,0,1,1,0,1,2,1
4-RuleFollower,0.23809523809523808,1,0,0,1,1,1,1,2,0
0-Jammer,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-Hippie,0.047619047619047616,1,0,0,1,2,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-RuleFollower,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-Jammer,0.09523809523809523,0,0,0,1,1,2,2,2,0
1-Hippie,0.09523809523809523,1,1,0,1,1,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,0,2,2,2,0
3-RuleFollower,0.047619047619047616,1,0,0,1,1,2,2,2,0
4-Deceiver,0.047619047619047616,1,0,0,1,1,2,2,2,0
0-Jammer,0.09523809523809523,0,0,1,1,1,1,2,2,0
1-Hippie,0.11428571428571428,0,0,1,1,1,1,2,2,0
2-rv19514,0.047619047619047616,1,1,1,1,0,1,2,2,0
3-RuleFollower,0.06666666666666667,1,0,1,1,1,1,2,2,0
4-Deceiver,0.06666666666666667,0,0,1,1,1,1,2,2,0
0-Jammer,0.09523809523809523,1,0,0,1,1,1,1,2,0
1-Hippie,0.11428571428571428,0,0,0,1,1,1,1,2,0
2-rv19514,0.047619047619047616,0,0,0,1,0,1,0,2,0
3-RuleFollower,0.3523809523809524,1,1,0,1,1,1,1,2,0
4-Deceiver,0.06666666666666667,1,0,0,1,1,1,1,2,0
0-Deceiver,0.0380952380952381,1,0,0,1,1,2,2,2,0
1-RuleFollower,0.047619047619047616,1,1,0,0,1,2,2,2,1
2-Paranoid,0.0380952380952381,0,0,0,0,0,2,2,2,0
3-Neighbor,0.047619047619047616,0,0,0,0,0,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,0,1,2,2,2,1
0-Deceiver,0.08571428571428572,1,0,0,1,1,1,2,2,0
1-RuleFollower,0.09523809523809523,1,0,0,0,1,1,2,2,1
2-Paranoid,0.0380952380952381,1,1,0,0,0,1,2,2,0
3-Neighbor,0.047619047619047616,0,0,0,0,0,0,2,2,0
4-rv19514,0.047619047619047616,0,0,0,0,1,1,2,2,1
0-Deceiver,0.10476190476190476,0,0,0,1,1,1,1,2,0
1-RuleFollower,0.11428571428571428,0,0,0,0,1,1,1,2,1
2-Paranoid,0.05714285714285714,0,0,0,0,0,1,0,2,0
3-Neighbor,0.047619047619047616,1,1,0,0,0,0,1,2,0
4-rv19514,0.047619047619047616,1,0,0,0,1,1,1,2,1
0-Paranoid,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-RandomBot,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,0
3-Jammer,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,0
0-Paranoid,0.3333333333333333,0,0,1,1,0,2,2,2,0
1-RandomBot,0.047619047619047616,1,1,1,1,1,2,2,2,0
2-Neighbor,0.047619047619047616,0,0,1,0,0,2,2,2,0
3-Jammer,0.047619047619047616,1,0,1,1,1,2,2,2,0
4-rv19514,0.047619047619047616,1,0,1,1,1,2,2,2,0
0-Paranoid,0.3333333333333333,0,0,0,1,0,0,2,2,0
1-RandomBot,0.09523809523809523,0,0,0,1,1,0,2,2,0
2-Neighbor,0.047619047619047616,1,1,0,0,0,1,2,2,0
3-Jammer,0.09523809523809523,1,0,0,1,1,1,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,1,1,2,2,0
0-Paranoid,0.3333333333333333,0,0,0,1,0,0,0,2,0
1-RandomBot,0.09523809523809523,0,0,0,1,1,0,1,2,0
2-Neighbor,0.09523809523809523,1,0,0,0,0,1,1,2,0
3-Jammer,0.14285714285714285,1,1,0,1,1,1,1,2,0
4-rv19514,0.047619047619047616,1,0,0,1,1,1,1,2,0
0-Hippie,0.047619047619047616,1,1,1,1,2,2,2,2,0
1-Neighbor,0.047619047619047616,0,0,1,0,2,2,2,2,1
2-rv19514,0.047619047619047616,0,0,1,0,2,2,2,2,1
3-Deceiver,0.047619047619047616,1,0,1,1,2,2,2,2,0
4-RuleFollower,0.047619047619047616,0,0,1,1,2,2,2,2,0
0-Hippie,0.0380952380952381,0,0,0,1,1,2,2,2,0
1-Neighbor,0.047619047619047616,1,1,0,0,1,2,2,2,1
2-rv19514,0.047619047619047616,1,0,0,0,1,2,2,2,1
3-Deceiver,0.0380952380952381,1,0,0,1,1,2,2,2,0
4-RuleFollower,0.047619047619047616,0,0,0,1,0,2,2,2,0
0-Hippie,0.0380952380952381,0,0,0,1,1,1,2,2,0
1-Neighbor,0.047619047619047616,0,0,0,0,1,0,2,2,1
2-rv19514,0.047619047619047616,1,1,0,0,1,1,2,2,1
3-Deceiver,0.0380952380952381,1,0,0,1,1,1,2,2,0
4-RuleFollower,0.047619047619047616,0,0,0,1,0,1,2,2,0
0-Hippie,0.0380952380952381,0,0,0,1,1,1,1,2,0
1-Neighbor,0.047619047619047616,0,0,0,0,1,0,0,2,1
2-rv19514,0.047619047619047616,1,0,0,0,1,1,1,2,1
3-Deceiver,0.0380952380952381,1,1,0,1,1,1,1,2,0
4-RuleFollower,0.047619047619047616,1,0,0,1,0,1,1,2,0
0-Jammer,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-RandomBot,0.047619047619047616,0,0,0,1,2,2,2,2,1
2-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,1
3-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Paranoid,0.047619047619047616,0,0,0,0,2,2,2,2,0
0-Jammer,0.047619047619047616,0,0,0,1,1,2,2,2,0
1-RandomBot,0.047619047619047616,1,1,0,1,1,2,2,2,1
2-rv19514,0.047619047619047616,1,0,0,1,1,2,2,2,1
3-Deceiver,0.047619047619047616,1,0,0,1,1,2,2,2,0
4-Paranoid,0.047619047619047616,0,0,0,0,0,2,2,2,0
0-Jammer,0.047619047619047616,1,0,0,1,1,1,2,2,0
1-RandomBot,0.047619047619047616,0,0,0,1,1,1,2,2,1
2-rv19514,0.047619047619047616,1,1,0,1,1,1,2,2,1
3-Deceiver,0.047619047619047616,0,0,0,1,1,1,2,2,0
4-Paranoid,0.047619047619047616,0,0,0,0,0,0,2,2,0
0-Deceiver,0.047619047619047616,1,1,1,1,2,2,2,2,0
1-rv19514,0.047619047619047616,0,0,1,1,2,2,2,2,0
2-Jammer,0.047619047619047616,0,0,1,1,2,2,2,2,0
3-Hippie,0.047619047619047616,0,0,1,1,2,2,2,2,0
4-RandomBot,0.047619047619047616,1,0,1,1,2,2,2,2,0
0-Deceiver,0.0380952380952381,1,0,0,1,1,2,2,2,0
